,latitude,longitude,type
20798,47.7627778,-120.6561111,circle
20799,44.009855,-90.683212,cylinder
20800,35.1322222,-118.4480556,fireball
20801,28.5544444,-81.1066667,disk
20802,42.1486111,-72.6083333,diamond
20803,43.3719444,-83.5833333,circle
20804,34.0522222,-118.2427778,light
20805,45.6625,-110.5602778,fireball
20806,34.5361111,-117.2902778,circle
20807,30.6322222,-87.0397222,triangle
20808,39.0825,-74.8241667,sphere
20809,47.6588889,-117.425,fireball
20810,35.6833333,-85.77,unknown
20811,43.1961111,-73.6522222,sphere
20812,34.2694444,-118.7805556,formation
20813,51.083333,-114.083333,fireball
20814,37.775,-122.4183333,formation
20815,37.775,-122.4183333,triangle
20816,40.7441667,-73.4825,light
20817,33.128405,-107.252807,disk
20818,32.3413889,-90.3216667,triangle
20819,36.5858333,-79.3952778,triangle
20820,39.2902778,-76.6125,sphere
20821,51.514125,-0.093689,unknown
20822,36.3047222,-86.62,disk
20823,33.8358333,-118.3397222,changing
20824,53.2,-105.75,oval
20825,33.8958333,-118.2191667,other
20826,36.2977778,-119.2058333,light
20827,28.5380556,-81.3794444,unknown
20828,-23.568135,140.679376,light
20829,37.6305556,-122.41,sphere
20830,40.014986,-105.270546,sphere
20831,38.8047222,-77.0472222,light
20832,38.8047222,-77.0472222,light
20833,39.9288889,-85.3702778,light
20834,43.1547222,-77.6158333,disk
20835,35.5363889,-82.6930556,light
20836,33.2569444,-103.3172222,circle
20837,41.575,-87.2388889,changing
20838,33.9616667,-118.3522222,circle
20839,46.8,-71.25,light
20840,27.4952778,-81.4411111,circle
20841,33.8702778,-117.9244444,oval
20842,50.583333,-113.866667,rectangle
20843,61.2180556,-149.9002778,light
20844,42.1219444,-77.9483333,fireball
20845,38.3644444,-98.7644444,fireball
20846,-37.813938,144.963425,disk
20847,33.0461111,-96.9938889,light
20848,33.0197222,-96.6986111,fireball
20849,37.964253,-91.831833,light
20850,41.638889,-71.05,circle
20851,37.9736111,-122.53,unknown
20852,40.2736111,-76.8847222,light
20853,33.9908333,-118.4591667,formation
20854,39.7391667,-104.9841667,light
20855,43.962178,-72.704649,circle
20856,40.5066667,-74.2658333,unknown
20857,47.6588889,-117.425,light
20858,53.508131,-2.164444,fireball
20859,9.498067,76.338848,unknown
20860,38.4405556,-122.7133333,other
20861,33.2,-117.2416667,other
20862,26.9616667,-82.3527778,circle
20863,38.8402778,-97.6111111,disk
20864,28.555,-82.3880556,disk
20865,44.509309,6.46814,triangle
20866,39.9955556,-82.6744444,disk
20867,35.6144444,-88.8138889,cylinder
20868,38.8813889,-94.8188889,disk
20869,38.5788889,-122.5786111,disk
20870,50.8,-0.533333,light
20871,34.1952778,-79.7627778,sphere
20872,35.6177778,-82.3213889,light
20873,34.4113889,-118.5391667,triangle
20874,34.4113889,-118.5391667,triangle
20875,28.325,-81.5333333,triangle
20876,41.5380556,-72.8075,fireball
20877,27.716432,-97.328818,other
20878,40.9027778,-74.7094444,light
20879,43.6136111,-116.2025,light
20880,38.2972222,-122.2844444,circle
20881,33.7488889,-84.3880556,oval
20882,49.683333,-125.0,light
20883,35.4427778,-120.8911111,oval
20884,32.237147,-80.860387,light
20885,35.7325,-78.8505556,other
20886,38.2119444,-86.1219444,triangle
20887,33.657726,-117.220577,triangle
20888,64.7511111,-147.3494444,triangle
20889,30.6483333,-91.1563889,other
20890,41.1288889,-74.7286111,formation
20891,28.5380556,-81.3794444,fireball
20892,34.0469444,-116.58,fireball
20893,35.802011,-86.911391,light
20894,42.8711111,-97.3969444,triangle
20895,35.0525,-78.8786111,light
20896,-29.85868,31.02184,light
20897,37.775,-122.4183333,sphere
20898,37.7477778,-84.2947222,cigar
20899,44.0583333,-121.3141667,circle
20900,44.8816667,-72.9433333,circle
20901,38.951624,-77.448081,flash
20902,33.6694444,-117.8222222,unknown
20903,43.2344444,-70.81,teardrop
20904,34.0038889,-117.0611111,sphere
20905,37.263573,127.028601,fireball
20906,44.722094,-85.738462,changing
20907,38.8138889,-76.9458333,formation
20908,36.7080556,-105.4055556,sphere
20909,39.2902778,-76.6125,sphere
20910,36.6844444,-121.8011111,light
20911,27.3361111,-82.5308333,fireball
20912,37.3394444,-121.8938889,light
20913,39.0638889,-108.55,unknown
20914,47.7544444,-122.1622222,rectangle
20915,25.939741,-81.707535,teardrop
20916,42.0527778,-124.2827778,other
20917,32.7152778,-117.1563889,fireball
20918,42.6525,-73.7566667,triangle
20919,32.7152778,-117.1563889,circle
20920,32.7152778,-117.1563889,fireball
20921,42.1861111,-86.3083333,formation
20922,34.086941,-118.270204,fireball
20923,41.5102778,-112.0147222,other
20924,36.9038889,-76.9,light
20925,33.9472222,-90.3441667,disk
20926,41.8011111,-88.0747222,light
20927,40.3891667,-74.7622222,disk
20928,39.0997222,-94.5783333,circle
20929,34.9494444,-81.9322222,circle
20930,38.0291667,-78.4769444,disk
20931,21.4180556,-157.8036111,cigar
20932,29.7630556,-95.3630556,formation
20933,38.6580556,-77.25,sphere
20934,29.1869444,-82.1402778,triangle
20935,36.5963889,-82.1886111,other
20936,34.0922222,-117.4341667,light
20937,48.0152778,-122.0625,fireball
20938,32.2216667,-110.9258333,disk
20939,42.575,-71.9986111,circle
20940,30.3672222,-89.0927778,triangle
20941,29.4569444,-94.6394444,circle
20942,38.7508333,-77.4755556,formation
20943,41.2375,-80.8186111,other
20944,18.4136111,-66.0822222,cross
20945,39.9347222,-75.0311111,light
20946,36.175,-115.1363889,disk
20947,32.2411111,-92.7158333,changing
20948,42.9097222,-73.8955556,light
20949,12.52111,-69.968338,circle
20950,44.2619444,-88.4152778,teardrop
20951,46.5,-80.966667,circle
20952,3.420556,-76.522222,fireball
20953,49.516667,-115.766667,unknown
20954,36.175,-115.1363889,circle
20955,38.7891667,-90.3225,unknown
20956,27.9938889,-82.2197222,circle
20957,42.32,-89.0580556,circle
20958,42.2711111,-89.0938889,light
20959,32.8383333,-116.9730556,formation
20960,37.594932,-120.95771,other
20961,37.594932,-120.95771,changing
20962,-28.00029,153.430878,light
20963,33.8816667,-118.1161111,fireball
20964,-33.861481,151.205475,light
20965,-33.093373,151.588982,flash
20966,35.1427778,-120.6402778,oval
20967,35.1427778,-120.6402778,oval
20968,43.3138889,-89.5263889,unknown
20969,61.2180556,-149.9002778,changing
20970,36.9752778,-121.9522222,triangle
20971,33.6116667,-111.7166667,unknown
20972,43.4222222,-95.1019444,disk
20973,27.961998,-82.443835,oval
20974,53.8,-1.583333,teardrop
20975,32.7833333,-96.8,circle
20976,29.6908333,-95.2088889,rectangle
20977,43.3058333,-100.6577778,unknown
20978,46.216667,-63.483333,disk
20979,36.1538889,-95.9925,light
20980,47.82373,-122.293642,light
20981,38.7933333,-77.2719444,other
20982,33.8675,-117.9972222,disk
20983,33.4483333,-112.0733333,other
20984,34.134025,-117.989776,other
20985,30.2669444,-97.7427778,light
20986,37.4283333,-121.9055556,light
20987,47.4236111,-120.3091667,formation
20988,47.4236111,-120.3091667,light
20989,47.4236111,-120.3091667,oval
20990,42.670782,-83.032993,light
20991,33.8352778,-117.9136111,diamond
20992,42.2791667,-123.6147222,flash
20993,41.9575,-88.0808333,cigar
20994,34.9616667,-89.8294444,disk
20995,37.6305556,-122.41,triangle
20996,40.9911111,-72.5347222,triangle
20997,45.1666667,-68.845,cigar
20998,32.6208333,-83.6,oval
20999,38.5816667,-121.4933333,oval
21000,43.1302778,-77.4758333,light
21001,33.685,-117.2722222,cross
21002,38.9716667,-95.235,formation
21003,44.6366667,-123.1047222,formation
21004,47.4236111,-120.3091667,light
21005,32.7677778,-117.0222222,circle
21006,51.883333,-0.516667,cone
21007,33.9202778,-80.3416667,light
21008,29.5291667,-95.2008333,triangle
21009,41.88,-88.0077778,disk
21010,-25.860278,28.189444,sphere
21011,-33.46912,-70.641997,rectangle
21012,32.7152778,-117.1563889,circle
21013,32.7152778,-117.1563889,light
21014,43.796573,-70.258521,other
21015,39.9369444,-120.9461111,sphere
21016,32.692651,-114.627692,sphere
21017,32.4869444,-114.7813889,light
21018,-34.787691,138.65493,sphere
21019,32.8111111,-115.3794444,circle
21020,38.440429,-122.714055,light
21021,40.7141667,-74.0063889,sphere
21022,40.1244444,-87.63,unknown
21023,44.1119444,-72.8563889,other
21024,33.4152778,-111.6572222,fireball
21025,43.0388889,-87.9063889,egg
21026,39.0202778,-120.8169444,circle
21027,40.1786111,-122.2347222,light
21028,35.2577778,-96.9363889,light
21029,39.9522222,-75.1641667,unknown
21030,64.8377778,-147.7163889,fireball
21031,32.9786111,-115.5294444,circle
21032,28.5388889,-80.6722222,circle
21033,33.8894444,-118.1588889,light
21034,32.841179,-115.590169,oval
21035,33.9791667,-118.0319444,circle
21036,14.65073,121.102855,circle
21037,40.245278,-74.279444,diamond
21038,38.005,-121.8047222,circle
21039,51.25,-0.766667,disk
21040,31.8541667,-110.9930556,other
21041,30.8772222,-84.2013889,circle
21042,32.7152778,-117.1563889,sphere
21043,34.0522222,-118.2427778,rectangle
21044,33.1975,-96.615,light
21045,37.7430556,-81.1230556,light
21046,52.156111,5.387827,cylinder
21047,35.1322222,-82.9341667,oval
21048,37.6211111,-90.6402778,light
21049,32.7152778,-117.1563889,light
21050,29.9480556,-93.9169444,other
21051,32.9536111,-96.89,sphere
21052,37.5072222,-122.2594444,light
21053,-30.034647,-51.217658,light
21054,29.5847222,-81.2080556,other
21055,34.0194444,-118.4902778,other
21056,33.6888889,-78.8869444,egg
21057,32.7947222,-116.9616667,unknown
21058,34.0522222,-118.2427778,light
21059,54.29368,-6.37523,light
21060,41.2230556,-111.9730556,sphere
21061,27.664827,-81.515754,circle
21062,47.5675,-122.6313889,circle
21063,40.9477778,-90.3711111,unknown
21064,38.2541667,-85.7594444,light
21065,38.7627778,-93.7358333,disk
21066,30.0797222,-95.4169444,light
21067,33.7669444,-118.1883333,formation
21068,26.1219444,-80.1436111,fireball
21069,41.8833333,-70.7630556,unknown
21070,51.514125,-0.093689,light
21071,38.6272222,-90.1977778,formation
21072,29.7855556,-95.8241667,light
21073,30.3152778,-93.6616667,fireball
21074,32.7425,-117.0305556,circle
21075,51.516667,-1.783333,circle
21076,31.6797222,-96.4819444,egg
21077,35.7511111,-86.93,disk
21078,34.187044,-118.381256,cigar
21079,55.533333,-4.666667,circle
21080,53.25,-2.116667,unknown
21081,30.3580556,-90.0655556,light
21082,30.275,-89.7811111,sphere
21083,30.275,-89.7811111,sphere
21084,30.3580556,-90.0655556,disk
21085,30.0969444,-95.6158333,circle
21086,50.783333,-0.466667,light
21087,45.4647222,-98.4861111,formation
21088,43.3238889,-88.1666667,light
21089,26.6155556,-80.0572222,circle
21090,30.5019444,-90.7477778,unknown
21091,38.6272222,-90.1977778,circle
21092,34.09,-117.8894444,light
21093,59.284073,11.109403,light
21094,30.2669444,-97.7427778,disk
21095,32.7947222,-116.9616667,triangle
21096,48.1988889,-122.1238889,formation
21097,47.3075,-122.2272222,triangle
21098,21.3069444,-157.8583333,light
21099,37.5536111,-77.4605556,sphere
21100,36.555239,-121.923288,light
21101,44.0522222,-123.0855556,oval
21102,47.6063889,-122.3308333,circle
21103,42.525,-71.7602778,light
21104,26.3583333,-80.0833333,flash
21105,61.2180556,-149.9002778,light
21106,40.4533333,-111.7772222,flash
21107,33.4936111,-117.1475,fireball
21108,61.5813889,-149.4394444,sphere
21109,35.6008333,-82.5541667,other
21110,33.7669444,-118.1883333,light
21111,21.88702,-159.456632,light
21112,32.7252778,-97.3205556,fireball
21113,46.2113889,-119.1361111,circle
21114,47.5963889,-120.6602778,light
21115,40.9644444,-76.8847222,fireball
21116,34.0230556,-84.3616667,cylinder
21117,40.7608333,-111.8902778,triangle
21118,39.786389,-75.543611,light
21119,30.3319444,-81.6558333,circle
21120,25.7738889,-80.1938889,circle
21121,41.1702778,-76.8772222,fireball
21122,29.1333333,-98.1558333,unknown
21123,42.9,-78.933333,light
21124,48.0519444,-122.1758333,light
21125,47.6588889,-117.425,fireball
21126,40.3294444,-74.0619444,circle
21127,37.9158333,-122.3105556,light
21128,44.7719444,-85.5013889,sphere
21129,34.2180556,-80.2486111,diamond
21130,37.9158333,-122.3105556,triangle
21131,48.0519444,-122.1758333,fireball
21132,34.8333333,-81.9922222,diamond
21133,38.8966667,-121.0758333,sphere
21134,42.5847222,-87.8211111,fireball
21135,34.1708333,-80.7944444,light
21136,42.3266667,-122.8744444,unknown
21137,38.7838889,-90.4811111,light
21138,36.580681,-79.278827,circle
21139,33.5091667,-111.8983333,disk
21140,43.4686111,-71.2325,sphere
21141,38.9016667,-107.9258333,sphere
21142,32.7947222,-116.9616667,circle
21143,32.6727778,-114.1461111,fireball
21144,34.7391667,-112.0091667,fireball
21145,35.0844444,-106.6505556,diamond
21146,34.8697222,-111.7602778,triangle
21147,35.1980556,-111.6505556,sphere
21148,38.3969444,-111.5888889,unknown
21149,33.5205556,-86.8025,circle
21150,35.0166667,-81.8041667,fireball
21151,32.8997222,-94.5561111,oval
21152,33.2486111,-111.6336111,oval
21153,37.775,-122.4183333,light
21154,43.2166667,-123.3405556,light
21155,30.3941667,-91.2536111,teardrop
21156,27.2541667,-80.23,light
21157,34.589602,-112.357294,light
21158,28.5380556,-81.3794444,light
21159,44.0522222,-123.0855556,fireball
21160,-31.955858,141.465136,oval
21161,28.2713889,-82.7197222,fireball
21162,43.5780556,-70.3222222,light
21163,27.2936111,-80.3505556,oval
21164,26.6583333,-80.2416667,formation
21165,43.7152778,-72.3083333,teardrop
21166,43.3838889,-70.5452778,light
21167,35.5847222,-80.8102778,light
21168,36.1694444,-75.7555556,oval
21169,29.6513889,-82.325,circle
21170,27.3361111,-82.5308333,oval
21171,47.6063889,-122.3308333,circle
21172,34.1477778,-118.1436111,circle
21173,27.0994444,-82.4544444,oval
21174,38.3697222,-90.3783333,oval
21175,33.4222222,-111.8219444,circle
21176,40.4483333,-122.2966667,formation
21177,40.4483333,-122.2966667,light
21178,25.091075,121.559834,unknown
21179,37.775,-122.4183333,oval
21180,38.907231,-77.036464,triangle
21181,35.1477778,-114.5675,circle
21182,20.0827778,-155.4725,circle
21183,38.7522222,-121.2869444,rectangle
21184,31.1430556,-90.4586111,circle
21185,32.9855556,-80.11,triangle
21186,32.4072222,-87.0211111,changing
21187,48.0797222,-123.1005556,other
21188,-26.18694,28.54667,other
21189,43.4666667,-112.0333333,unknown
21190,38.2541667,-85.7594444,light
21191,38.4405556,-122.7133333,sphere
21192,26.5625,-81.9497222,fireball
21193,33.5805556,-112.2366667,fireball
21194,28.5380556,-81.3794444,circle
21195,48.5127778,-122.6113889,fireball
21196,28.8827778,-81.3088889,sphere
21197,35.8825,-80.0822222,formation
21198,43.4666667,-112.0333333,light
21199,29.6513889,-82.325,other
21200,33.5386111,-112.1852778,fireball
21201,53.433333,-1.35,light
21202,26.6402778,-81.8725,sphere
21203,44.173333,28.638333,sphere
21204,28.7572222,-81.3394444,light
21205,34.5008333,-117.185,teardrop
21206,34.8525,-82.3941667,light
21207,46.325946,-123.494559,chevron
21208,42.865,-71.3744444,light
21209,44.9444444,-93.0930556,sphere
21210,35.1477778,-114.5675,fireball
21211,41.595,-72.6458333,fireball
21212,28.884977,-97.900835,fireball
21213,43.2166667,-123.3405556,circle
21214,40.0083333,-79.0783333,oval
21215,43.6136111,-116.2025,fireball
21216,38.287566,-86.06636,sphere
21217,44.0583333,-121.3141667,light
21218,39.163858,-119.486012,circle
21219,55.55,-3.85,light
21220,35.9827778,-86.5186111,sphere
21221,44.0463889,-123.0208333,triangle
21222,45.6797222,-111.0377778,fireball
21223,32.7152778,-117.1563889,light
21224,44.1969444,-72.5025,fireball
21225,37.8716667,-122.2716667,fireball
21226,30.3580556,-90.0655556,sphere
21227,41.0241667,-80.615,light
21228,43.6136111,-116.2025,sphere
21229,26.6402778,-81.8725,formation
21230,44.5433333,-68.42,fireball
21231,25.8191667,-80.3555556,fireball
21232,31.8455556,-102.3672222,circle
21233,33.4147222,-111.9086111,fireball
21234,21.4447222,-158.19,circle
21235,34.1336111,-117.9066667,triangle
21236,27.9472222,-82.4586111,diamond
21237,37.6391667,-120.9958333,light
21238,47.4705556,-122.3455556,oval
21239,34.0005556,-81.035,fireball
21240,32.0833333,-81.1,triangle
21241,39.0436111,-77.4877778,fireball
21242,34.0983333,-118.3258333,fireball
21243,46.5897222,-111.9147222,oval
21244,46.9102778,-117.0747222,light
21245,36.0397222,-114.9811111,fireball
21246,38.5816667,-121.4933333,fireball
21247,44.0583333,-121.3141667,oval
21248,37.3769444,-77.5061111,oval
21249,14.083333,-87.216667,flash
21250,36.175,-115.1363889,circle
21251,42.8508333,-72.5583333,fireball
21252,28.6608333,-81.3658333,sphere
21253,64.8377778,-147.7163889,light
21254,28.7027778,-81.3386111,sphere
21255,36.4072222,-105.5725,triangle
21256,33.967626,-118.383643,light
21257,44.98,-93.2636111,other
21258,44.8622222,-93.5305556,triangle
21259,41.7636111,-72.6855556,unknown
21260,38.4022222,-122.8227778,light
21261,37.6138889,-122.4858333,light
21262,42.9855556,-72.6563889,unknown
21263,46.4163889,-117.0441667,fireball
21264,32.7152778,-117.1563889,chevron
21265,26.525,-80.0666667,sphere
21266,36.9741667,-122.0297222,fireball
21267,46.6541667,-120.5288889,fireball
21268,37.6625,-121.8736111,unknown
21269,38.8966667,-121.0758333,circle
21270,45.6797222,-111.0377778,other
21271,41.9902778,-70.9755556,unknown
21272,33.3763889,-117.2502778,circle
21273,30.0686111,-81.8605556,sphere
21274,28.2438889,-82.7194444,disk
21275,39.7391667,-104.9841667,light
21276,61.3213889,-149.5677778,other
21277,44.6366667,-123.1047222,circle
21278,45.3038889,-93.5669444,sphere
21279,47.7769444,-117.0938889,fireball
21280,32.8472222,-117.2733333,light
21281,44.229773,-73.460407,light
21282,32.5158333,-93.7319444,circle
21283,26.1219444,-80.1436111,circle
21284,26.8230556,-80.1388889,fireball
21285,45.5236111,-122.675,fireball
21286,20.8366667,-156.3366667,sphere
21287,34.2255556,-77.945,circle
21288,52.766667,-108.283333,circle
21289,44.0522222,-123.0855556,light
21290,38.2541667,-85.7594444,sphere
21291,33.7222222,-116.3736111,diamond
21292,47.71702,-122.300934,other
21293,34.4263889,-117.3,light
21294,45.4313889,-122.7702778,fireball
21295,45.5236111,-122.675,fireball
21296,33.963056,-117.563889,formation
21297,34.4208333,-119.6972222,light
21298,33.4222222,-111.8219444,fireball
21299,33.3041667,-96.9858333,fireball
21300,34.0005556,-81.035,other
21301,35.7330556,-81.3413889,formation
21302,39.3825,-77.2697222,sphere
21303,28.2486111,-81.2813889,fireball
21304,32.2216667,-110.9258333,cross
21305,43.6136111,-116.2025,light
21306,35.9555556,-80.0055556,light
21307,40.7091667,-112.1008333,circle
21308,40.8325,-115.7622222,fireball
21309,45.6797222,-111.0377778,sphere
21310,40.5186111,-74.4125,triangle
21311,33.0580556,-112.0469444,sphere
21312,33.6888889,-78.8869444,fireball
21313,34.0519444,-118.0458333,sphere
21314,40.5122222,-74.8597222,light
21315,39.1619444,-84.4569444,other
21316,64.8377778,-147.7163889,light
21317,34.7302778,-86.5861111,changing
21318,46.3,-79.45,light
21319,27.9472222,-82.4586111,sphere
21320,44.5647222,-123.2608333,circle
21321,53.9,27.566667,formation
21322,32.7938889,-79.8627778,light
21323,27.9091667,-82.7875,circle
21324,-37.813938,144.963425,fireball
21325,37.9577778,-121.2897222,formation
21326,39.8208333,-84.0194444,other
21327,27.8425,-82.6997222,light
21328,27.3361111,-82.5308333,light
21329,34.9202778,-82.2963889,fireball
21330,30.6086111,-89.9,light
21331,20.785,-156.4655556,circle
21332,32.3122222,-106.7777778,other
21333,57.653035,14.696725,other
21334,37.775,-122.4183333,sphere
21335,37.775,-122.4183333,light
21336,38.6694444,-91.56,unknown
21337,41.4766667,-95.3377778,unknown
21338,41.2222222,-73.0569444,disk
21339,39.5788889,-86.4822222,triangle
21340,36.8527778,-75.9783333,cylinder
21341,45.6797222,-111.0377778,cigar
21342,41.5611111,-74.1888889,oval
21343,37.5536111,-77.4605556,triangle
21344,41.55,-71.4666667,triangle
21345,31.1955556,-98.7177778,formation
21346,40.570592,-98.787944,triangle
21347,47.0016667,-114.4725,circle
21348,47.6816667,-122.2075,triangle
21349,47.6816667,-122.2075,triangle
21350,38.1905556,-116.3691667,sphere
21351,41.85,-87.65,disk
21352,29.1869444,-82.1402778,triangle
21353,34.3916667,-118.5416667,circle
21354,38.1302778,-121.2713889,fireball
21355,42.6780556,-75.4988889,oval
21356,37.5536111,-77.4605556,chevron
21357,36.9886111,-121.8052778,disk
21358,38.2325,-122.6355556,disk
21359,35.2333333,-106.6638889,sphere
21360,33.4483333,-112.0733333,disk
21361,34.09,-117.8894444,oval
21362,34.0922222,-117.4341667,disk
21363,41.1305556,-85.1288889,other
21364,32.7833333,-96.8,light
21365,37.9780556,-122.03,circle
21366,47.4066667,-122.0375,formation
21367,50.833333,-1.6,cigar
21368,38.6272222,-90.1977778,cylinder
21369,40.8680556,-73.4261111,diamond
21370,33.4147222,-111.9086111,light
21371,30.4380556,-84.2808333,light
21372,49.3,10.583333,other
21373,32.6761111,-97.9405556,fireball
21374,40.6080556,-74.2780556,light
21375,42.8597222,-89.5380556,sphere
21376,28.8022222,-81.6447222,disk
21377,37.5630556,-122.3244444,sphere
21378,28.3858333,-80.7422222,sphere
21379,45.107249,-64.655264,flash
21380,38.0194444,-122.1330556,light
21381,34.0005556,-81.035,fireball
21382,35.6708333,-80.4744444,disk
21383,35.6708333,-80.4744444,disk
21384,38.6038889,-89.8072222,light
21385,39.9402778,-82.0133333,triangle
21386,55.1793,-6.71575,flash
21387,42.0805556,-70.9361111,other
21388,51.922607,4.254566,other
21389,54.716049,-115.40259,circle
21390,52.583333,-2.133333,other
21391,37.6819444,-121.7669444,light
21392,32.7355556,-97.1077778,light
21393,40.7280556,-74.0780556,sphere
21394,40.7325,-73.4458333,triangle
21395,33.9255556,-116.8755556,chevron
21396,33.4483333,-112.0733333,triangle
21397,-37.813938,144.963425,light
21398,52.233333,-3.383333,fireball
21399,33.351525,-110.452354,unknown
21400,38.0863889,-83.1263889,oval
21401,44.7488889,-92.8019444,unknown
21402,44.4372222,-90.9111111,chevron
21403,35.9216667,-81.1766667,unknown
21404,34.1808333,-118.3080556,light
21405,39.6172222,-104.9502778,circle
21406,41.9902778,-70.9755556,unknown
21407,46.183333,-62.883333,light
21408,34.1347222,-79.94,other
21409,32.9411111,-97.1338889,oval
21410,45.001222,-74.650289,sphere
21411,38.3433333,-120.5111111,unknown
21412,42.4394444,-83.7438889,unknown
21413,25.7738889,-80.1938889,flash
21414,33.3527778,-111.7883333,light
21415,39.6416667,-77.7202778,triangle
21416,29.1894444,-98.8622222,sphere
21417,33.6888889,-78.8869444,light
21418,38.2972222,-122.2844444,changing
21419,48.62,-122.34,egg
21420,51.882039,-102.088284,sphere
21421,39.9625,-76.7280556,other
21422,40.2113889,-76.1236111,formation
21423,36.749783,-93.377964,light
21424,32.9311111,-96.4594444,other
21425,43.41136,-106.280024,cigar
21426,41.0338889,-73.7633333,triangle
21427,37.9886111,-84.4777778,sphere
21428,41.4819444,-81.7983333,cigar
21429,32.9341667,-97.0777778,fireball
21430,37.646752,-121.881441,triangle
21431,33.4966667,-81.2794444,oval
21432,34.0522222,-118.2427778,triangle
21433,38.4405556,-122.7133333,light
21434,33.9022222,-118.0808333,cigar
21435,41.1586111,-101.0022222,rectangle
21436,40.9730556,-117.7347222,triangle
21437,42.0969444,-79.2355556,formation
21438,32.755488,-97.330766,light
21439,38.5816667,-121.4933333,disk
21440,32.7961111,-108.1497222,light
21441,33.9561111,-83.9880556,light
21442,41.85,-87.65,other
21443,42.583595,-82.829342,disk
21444,40.4416667,-74.1302778,light
21445,42.4405556,-76.4969444,light
21446,40.712784,-74.005941,circle
21447,37.775,-122.4183333,triangle
21448,27.0438889,-82.2361111,circle
21449,33.9022222,-118.0808333,light
21450,38.6780556,-121.175,formation
21451,37.2705556,-76.7077778,light
21452,33.338196,43.596973,light
21453,44.276408,-84.238613,light
21454,40.3077778,-75.9658333,circle
21455,39.5491667,-76.0919444,fireball
21456,39.0330556,-84.4519444,other
21457,58.445168,26.560122,fireball
21458,37.1388889,-88.4033333,cylinder
21459,37.6194444,-84.5780556,cigar
21460,37.0113889,-80.0497222,light
21461,44.87598,-93.02758,light
21462,36.0544444,-112.1386111,light
21463,39.1405556,-121.6158333,unknown
21464,51.816667,-0.8,oval
21465,34.0522222,-118.2427778,circle
21466,28.635308,77.22496,fireball
21467,-26.399919,-54.626812,other
21468,41.31,-122.3094444,oval
21469,31.9972222,-102.0775,light
21470,47.2997222,-96.515,teardrop
21471,40.4258333,-89.7791667,formation
21472,39.2902778,-76.6125,triangle
21473,35.9152778,-94.9697222,circle
21474,35.0844444,-106.6505556,unknown
21475,40.7141667,-74.0063889,circle
21476,37.7741667,-87.1133333,light
21477,36.1102778,-105.7261111,sphere
21478,45.8152778,-122.7413889,light
21479,35.0844444,-106.6505556,circle
21480,35.0844444,-106.6505556,unknown
21481,30.5619444,-81.8308333,light
21482,36.9,-113.933333,light
21483,36.6775,-76.9227778,triangle
21484,33.1958333,-117.3786111,circle
21485,47.6063889,-122.3308333,light
21486,39.7491667,-77.3833333,fireball
21487,33.4052778,-86.8113889,triangle
21488,39.1580556,-75.5247222,triangle
21489,20.785,-156.4655556,light
21490,35.9938889,-78.8988889,diamond
21491,29.4238889,-98.4933333,oval
21492,35.9938889,-78.8988889,diamond
21493,47.6063889,-122.3308333,teardrop
21494,37.4283333,-121.9055556,circle
21495,42.3369444,-71.2097222,disk
21496,41.5261111,-87.8891667,triangle
21497,27.4463889,-80.3258333,light
21498,32.2216667,-110.9258333,sphere
21499,47.214793,-122.170177,triangle
21500,37.1041667,-113.5833333,other
21501,41.603889,-72.011667,circle
21502,44.495205,34.166301,disk
21503,47.3225,-122.3113889,unknown
21504,40.3872222,-75.1469444,diamond
21505,40.506044,-80.111433,light
21506,40.8558333,-73.2011111,disk
21507,44.5366667,-122.9058333,circle
21508,28.665,-80.845,other
21509,28.665,-80.845,other
21510,36.8083333,-76.7444444,light
21511,38.7208333,-75.0763889,other
21512,30.2669444,-97.7427778,disk
21513,46.253763,-63.692162,diamond
21514,49.633333,-98.7,light
21515,28.9002778,-81.2638889,sphere
21516,42.5802778,-83.0302778,light
21517,53.5,-2.216667,triangle
21518,40.29,-76.9341667,triangle
21519,41.8791667,-73.4772222,triangle
21520,37.1041667,-113.5833333,light
21521,44.983334,-93.26667,triangle
21522,30.2238889,-92.0197222,formation
21523,42.1013889,-72.5902778,light
21524,40.2694444,-74.5236111,triangle
21525,27.0438889,-82.2361111,unknown
21526,47.1855556,-122.2916667,sphere
21527,40.3872222,-75.1469444,diamond
21528,41.6005556,-93.6088889,oval
21529,30.275,-89.7811111,sphere
21530,48.6969444,-122.9041667,light
21531,31.1238889,-97.9027778,changing
21532,41.995,-88.1855556,light
21533,32.5888889,-96.3086111,light
21534,41.8458333,-70.95,circle
21535,29.4238889,-98.4933333,light
21536,49.136353351,-122.821343315,light
21537,27.6383333,-80.3975,light
21538,38.1141667,-82.6033333,triangle
21539,42.3583333,-71.0602778,cigar
21540,36.7477778,-119.7713889,triangle
21541,29.9938889,-90.2416667,light
21542,18.331343,-64.79375,light
21543,28.6119444,-80.8077778,triangle
21544,39.5297222,-119.8127778,cigar
21545,34.393111,-118.590754,light
21546,39.1638889,-119.7663889,light
21547,32.6727778,-114.1461111,sphere
21548,32.9480556,-96.7294444,oval
21549,36.6177778,-121.9155556,light
21550,38.6272222,-90.1977778,other
21551,29.1869444,-82.1402778,teardrop
21552,47.214793,-122.170177,circle
21553,53.324061,-3.827609,sphere
21554,52.583333,-1.883333,light
21555,33.1191667,-117.0855556,light
21556,47.035404,-122.381744,circle
