,latitude,longitude,type
450,41.2377778,-81.9316667,4
451,40.4188889,-80.5897222,3
452,39.92077,32.85411,13
453,40.7841667,-74.6972222,1
454,44.314844,-85.602364,10
455,33.0580556,-112.0469444,13
456,40.9636111,-81.3313889,4
457,43.0986111,-77.4422222,4
458,28.0611111,-82.3025,4
459,38.161861,-121.611621,1
460,35.9983333,-76.9463889,18
461,31.0944444,-92.4002778,4
462,40.9852778,-86.8794444,0
463,33.7922222,-118.3141667,4
464,39.2402778,-76.8397222,8
465,42.8863889,-78.8786111,1
466,47.0380556,-122.8994444,4
467,40.4405556,-79.9961111,4
468,40.3161111,-74.5141667,1
469,34.1469444,-86.1305556,5
470,40.2977778,-77.8744444,11
471,40.7280556,-74.0780556,7
472,43.5688889,-86.0394444,6
473,38.056468,-83.943256,4
474,42.9572222,-83.8305556,5
475,52.466667,-1.916667,3
476,40.256648,-79.818468,6
477,35.8966667,-77.5361111,4
478,44.4269444,-124.0675,1
479,34.2572222,-118.6002778,1
480,43.5341667,-70.9102778,10
481,27.9375,-82.2861111,10
482,43.4133333,-86.0794444,1
483,34.9852778,-80.5497222,3
484,41.7386111,-80.77,10
485,38.9716667,-95.235,3
486,42.225,-121.7805556,2
487,41.389491,-82.019032,10
488,40.0638889,-80.7211111,1
489,46.216667,-63.483333,3
490,43.2166667,-123.3405556,6
491,43.1488889,-72.3611111,5
492,36.0988889,-78.3013889,10
493,43.9147222,-113.6125,4
494,37.99,-84.1797222,6
495,39.7338889,-90.2288889,2
496,41.5619444,-73.6030556,6
497,38.6172222,-121.3272222,8
498,44.8830556,-68.6725,4
499,48.0511111,-119.9022222,6
500,33.7358333,-118.2913889,1
501,42.0969444,-79.2355556,1
502,33.78,-118.2616667,2
503,35.7563889,-83.9705556,7
504,34.7463889,-92.2894444,10
505,36.1325,-88.5186111,4
506,36.175,-115.1363889,7
507,38.812963,-120.030183,3
508,32.5402778,-82.9038889,10
509,37.2152778,-93.2980556,14
510,33.4147222,-111.9086111,10
511,40.2986111,-83.0680556,1
512,45.4297222,-108.5325,1
513,36.3377778,-96.8036111,10
514,40.7141667,-74.0063889,4
515,31.243787,-90.453153,13
516,42.1486111,-72.6083333,13
517,34.4208333,-119.6972222,10
518,38.2430556,-93.3816667,7
519,36.175,-115.1363889,2
520,40.4436111,-76.4286111,4
521,38.4783333,-82.6380556,4
522,40.4619444,-78.2,8
523,51.021111,-3.104722,1
524,40.6836111,-73.5105556,10
525,43.1977778,-70.8741667,10
526,38.609741,-122.254045,3
527,29.7630556,-95.3630556,11
528,39.2275,-83.2705556,10
529,40.7141667,-74.0063889,6
530,37.3230556,-122.0311111,3
531,32.8338889,-109.7069444,3
532,30.1577778,-95.4891667,5
533,47.4736111,-94.88,10
534,32.9125,-96.6386111,8
535,43.804133,-120.554201,8
536,35.2269444,-80.8433333,7
537,44.5191667,-88.0197222,1
538,34.6422222,-82.4561111,10
539,41.6527778,-70.2833333,10
540,41.1416667,-87.875,10
541,43.4222222,-123.2972222,1
542,33.0183333,-80.1758333,10
543,28.0391667,-81.95,1
544,41.7355556,-111.8336111,10
545,45.5236111,-122.675,1
546,45.2113889,-122.9755556,5
547,47.0566667,-122.7,4
548,35.2333333,-106.6638889,5
549,37.2255556,-107.5975,1
550,37.775,-122.4183333,3
551,42.0372222,-88.2811111,4
552,32.9594444,-117.2644444,5
553,32.8472222,-117.2733333,5
554,42.9955556,-71.4552778,6
555,40.7419444,-95.0380556,10
556,53.383333,-2.6,5
557,39.987271,-90.763463,11
558,40.3513889,-90.3244444,10
559,29.4238889,-98.4933333,5
560,41.8327778,-87.9288889,1
561,45.5236111,-122.675,1
562,41.3683333,-82.1077778,10
563,35.2225,-97.4391667,7
564,36.175,-115.1363889,1
565,36.241416,-115.050807,1
566,39.0911111,-94.4152778,9
567,51.312374,3.132768,11
568,47.3444444,-122.7619444,11
569,41.7991667,-85.4191667,4
570,43.866667,-79.266667,7
571,31.84694,120.872862,4
572,36.9613889,-120.0597222,1
573,37.9577778,-121.2897222,3
574,33.3061111,-111.8405556,7
575,56.15,-3.75,10
576,39.0397222,-77.0555556,10
577,38.8338889,-104.8208333,1
578,40.3461111,-94.8722222,1
579,-37.653829,145.517006,1
580,35.6144444,-88.8138889,10
581,42.9047222,-76.3944444,15
582,39.0997222,-94.5783333,1
583,44.3147222,-84.7647222,10
584,44.1897222,-70.1408333,6
585,36.778261,-119.417932,10
586,42.8922222,-76.1055556,13
587,48.9466667,-122.4508333,1
588,42.6525,-73.7566667,16
589,36.7161111,-77.0683333,2
590,22.396428,114.109497,11
591,37.8044444,-122.2697222,6
592,48.1172222,-122.7591667,5
593,47.9130556,-122.0969444,3
594,47.2033333,-122.2391667,2
595,38.2544444,-104.6086111,10
596,47.6063889,-122.3308333,17
597,47.8211111,-122.3138889,5
598,46.8883333,-122.6872222,1
599,42.6011111,-89.6383333,1
600,40.616187,-79.72411,1
601,41.9269444,-73.9977778,7
602,39.1730556,-77.2719444,7
603,39.337515,20.289964,19
604,47.9480556,-116.7069444,17
605,35.1472222,-107.8508333,5
606,48.0319444,-122.7569444,5
607,40.7141667,-74.0063889,14
608,40.7141667,-74.0063889,1
609,40.7141667,-74.0063889,13
610,43.5008333,-70.4433333,2
611,47.6741667,-122.1202778,1
612,40.773662,-81.460856,7
613,47.6105556,-122.1994444,1
614,37.9236111,-104.9297222,3
615,42.0666667,-72.8619444,2
616,49.51397,-117.618387,1
617,39.6005556,-82.9461111,1
618,36.175,-115.1363889,0
619,35.0844444,-106.6505556,6
620,37.5536111,-77.4605556,10
621,51.883333,-0.516667,5
622,43.25,-85.1330556,3
623,52.133333,-106.666667,2
624,41.462072,-87.894245,1
625,39.1269,-92.4399,1
626,41.6027778,-87.7438889,2
627,41.6027778,-87.7438889,1
628,41.6302778,-87.8538889,15
629,41.5733333,-87.7844444,2
630,41.626389,-87.711667,1
631,41.6302778,-87.8538889,1
632,41.6302778,-87.8538889,1
633,41.6252778,-87.7175,1
634,41.6027778,-87.7438889,13
635,41.6027778,-87.7438889,1
636,41.626389,-87.711667,11
637,41.5733333,-87.7844444,2
638,41.5733333,-87.7844444,2
639,41.5733333,-87.7844444,11
640,41.5733333,-87.7844444,10
641,41.5733333,-87.7844444,10
642,41.6027778,-87.7438889,1
643,41.7205556,-87.7016667,1
644,41.6688889,-87.7386111,1
645,41.6611111,-87.7525,1
646,41.8777778,-87.9027778,13
647,41.4225,-87.9858333,10
648,41.6027778,-87.7438889,0
649,41.6027778,-87.7438889,1
650,41.6316667,-87.6813889,1
651,38.5730556,-82.8302778,2
652,25.4683333,-80.4777778,1
653,35.0844444,-106.6505556,4
654,26.6155556,-80.0572222,3
655,33.4483333,-112.0733333,6
656,34.0522222,-118.2427778,11
657,26.7052778,-80.0366667,17
658,41.05143,-86.603065,10
659,45.1888889,-93.5527778,10
660,30.6647222,-97.9222222,1
661,37.3394444,-121.8938889,9
662,43.25,-79.833333,1
663,35.4675,-97.5161111,1
664,52.75,1.3,1
665,41.5733333,-87.7844444,1
666,41.9025,-85.7994444,6
667,35.2333333,-106.6638889,6
668,40.182846,29.067084,17
669,32.8138889,-96.9486111,2
670,33.223191,43.679291,10
671,40.7141667,-74.0063889,8
672,32.7938889,-79.8627778,2
673,41.6269444,-88.2038889,6
674,39.1886111,-91.9827778,7
675,48.7838889,-117.8105556,9
676,41.714918,-71.463612,4
677,39.5786111,-76.6158333,6
678,36.175,-115.1363889,5
679,47.5675,-121.8875,5
680,45.6666667,-122.5597222,5
681,46.7313889,-117.1786111,2
682,47.6063889,-122.3308333,17
683,47.6063889,-122.3308333,1
684,38.7522222,-121.2869444,3
685,37.963699,-104.838261,13
686,35.6869444,-105.9372222,5
687,33.800592,-112.204047,1
688,35.0241667,-110.6966667,5
689,35.5830556,-105.7694444,13
690,32.77,-108.2797222,1
691,35.4194444,-109.4958333,0
692,40.015,-105.27,6
693,38.4,-105.2166667,1
694,35.517491,-86.580447,13
695,39.7391667,-104.9841667,2
696,39.604851,-106.356612,11
697,39.0216667,-105.7952778,5
698,39.9161111,-106.725,1
699,38.35,-104.7222222,3
700,35.6869444,-105.9372222,1
701,36.4072222,-105.5725,11
702,38.8966667,-104.9716667,2
703,40.015,-105.27,3
704,38.7466667,-105.1777778,5
705,32.486673,-91.963994,1
706,36.9033333,-104.4386111,11
707,36.9033333,-104.4386111,11
708,39.4369444,-104.9591667,11
709,39.6375,-106.0613889,1
710,38.35,-104.7222222,1
711,36.7280556,-108.2180556,1
712,33.9177778,-106.8652778,2
713,33.1191667,-117.0855556,15
714,34.0522222,-118.2427778,16
715,39.7588889,-84.1916667,6
716,44.383333,-79.7,2
717,-34.928661,138.598633,6
718,34.683983,-83.67435,1
719,35.2269444,-80.8433333,1
720,39.1752778,-89.6541667,6
721,40.0680556,-82.5197222,3
722,34.9236111,-77.7741667,10
723,21.3155556,-158.0072222,1
724,52.766667,-108.283333,4
725,35.2080556,-82.2386111,1
726,28.8002778,-81.2733333,10
727,37.7022222,-121.9347222,16
728,35.0886111,-92.4419444,10
729,3.139003,101.686855,4
730,41.4747222,-84.5525,0
731,40.6627778,-73.5519444,4
732,38.4191667,-82.4452778,0
733,37.4136111,-79.1425,1
734,36.6080556,-94.4475,1
735,32.7833333,-96.8,6
736,33.5861111,-86.2861111,7
737,41.7,-71.4166667,2
738,33.5772222,-96.1780556,14
739,50.183333,-98.316667,4
740,33.9175,-116.7863889,1
741,48.0519444,-122.1758333,2
742,35.7211111,-77.9158333,2
743,43.4666667,-112.0333333,1
744,47.5963889,-120.6602778,1
745,47.4830556,-122.2158333,1
746,33.8225,-85.8927778,1
747,41.3494444,-85.1355556,10
748,32.7355556,-97.1077778,3
749,36.5483333,-82.5619444,10
750,39.340925,-80.018966,1
751,33.1730556,-84.915,4
752,41.8786111,-71.3830556,0
753,42.3086111,-83.4822222,10
754,35.2525,-95.2372222,1
755,35.1494444,-90.0488889,6
756,39.340925,-80.018966,3
757,41.8238889,-71.4133333,4
758,39.0305556,-82.8244444,1
759,34.5097222,-88.2091667,10
760,29.055,-82.0625,2
761,41.1411111,-73.2641667,1
762,28.4319444,-82.6644444,1
763,32.753472,-79.952845,10
764,38.2008333,-77.5894444,2
765,43.10729,-75.129221,3
766,32.3863889,-96.8480556,4
767,38.9886111,-78.3588889,7
768,35.0525,-78.8786111,1
769,41.2380556,-81.8419444,10
770,48.1988889,-122.1238889,6
771,52.133333,-106.666667,13
772,34.8241667,-85.2427778,1
773,34.974532,-92.016534,2
774,26.1322222,-97.6308333,10
775,32.3413889,-90.3216667,2
776,36.3511111,-119.4191667,6
777,48.945484,2.037356,7
778,34.2255556,-77.945,10
779,39.1619444,-84.4569444,3
780,42.1102778,-88.0341667,1
781,41.7830556,-123.0591667,1
782,33.1580556,-117.3497222,5
783,39.0997222,-94.5783333,5
784,39.0997222,-94.5783333,5
785,46.8569444,-122.8516667,1
786,31.2436111,-90.4530556,8
787,34.818831,-82.412391,1
788,33.6675,-84.0177778,1
789,26.527578,-82.194817,5
790,25.4683333,-80.4777778,11
791,38.8338889,-104.8208333,1
792,33.6305556,-112.3325,1
793,27.3361111,-82.5308333,11
794,33.916403,-118.352575,2
795,42.983333,-79.25,5
796,34.1477778,-119.1941667,1
797,41.8008333,-87.9369444,5
798,44.0522222,-123.0855556,1
799,34.0922222,-117.4341667,5
800,36.9752778,-121.9522222,1
801,45.7375,-94.9522222,10
802,40.8830556,-85.4975,5
803,42.4805556,-83.4755556,10
804,38.8338889,-104.8208333,10
805,39.5358333,-76.3486111,16
806,35.3733333,-119.0177778,2
807,40.103874,-105.170819,4
808,38.807404,-122.740546,5
809,40.1933333,-85.3863889,10
810,41.921111,-71.435,1
811,40.015,-105.27,1
812,43.2122222,-77.4302778,3
813,26.0583333,-80.3375,1
814,27.9472222,-82.4586111,1
815,34.2072222,-84.1402778,5
816,36.5297222,-83.2175,2
817,42.4927778,-92.3427778,10
818,40.8841667,-72.9377778,5
819,51.514125,-0.093689,5
820,40.4405556,-79.9961111,2
821,40.4405556,-79.9961111,4
822,42.6919444,-73.725,9
823,33.5205556,-86.8025,4
824,-31.95224,115.861397,5
825,38.4038889,-96.1813889,4
826,36.0344444,-89.3855556,10
827,33.8480556,-109.1425,2
828,39.7530556,-74.2233333,8
829,30.2463889,-89.6111111,1
830,30.2463889,-89.6111111,1
831,34.6875,-77.1194444,4
832,-37.813938,144.963425,7
833,36.8297222,-84.8491667,9
834,27.2436111,-80.83,4
835,38.2544444,-104.6086111,10
836,33.6602778,-117.9983333,3
837,33.539166,-112.558414,1
838,29.9938889,-90.2416667,4
839,41.85,-87.65,1
840,40.8,-96.6666667,14
841,40.6669444,-111.8872222,1
842,35.6008333,-82.5541667,5
843,35.6008333,-82.5541667,1
844,46.8722222,-113.9930556,10
845,44.6366667,-123.1047222,5
846,36.8744444,-94.8772222,6
847,49.214439,-2.13125,4
848,39.9991667,-78.2388889,5
849,33.5091667,-111.8983333,7
850,31.3797222,-110.1177778,10
851,46.729553,-94.6859,9
852,48.1172222,-122.7591667,10
853,33.4483333,-112.0733333,5
854,45.9763889,-94.3622222,11
